id,number,type,price
52498,377439,luxe,15494
52499,482698,luxe,14228
52500,405976,standard,4268
52501,105303,standard,13311
52502,843317,standard,15748
52503,411434,luxe,10919
52504,866563,standard,5099
52505,218316,standard,1859
52506,291304,luxe,7331
52507,161044,econom,14532
52508,339913,econom,7035
52509,698744,luxe,9145
52510,655794,standard,18706
52511,318692,standard,14447
52512,140373,econom,5805
52513,83116,standard,19368
52514,813318,econom,18665
52515,301095,luxe,10914
52516,200558,standard,19497
52517,637435,standard,7755
52518,955359,econom,10191
52519,159990,standard,12110
52520,890698,standard,5617
52521,190586,standard,7804
52522,464392,standard,2417
52523,223599,luxe,18533
52524,546948,standard,5155
52525,177292,econom,3604
52526,196168,standard,9175
52527,385500,luxe,9097
52528,716813,luxe,4859
52529,886149,econom,3240
52530,124662,luxe,12273
52531,541025,econom,17423
52532,416167,standard,15281
52533,61015,standard,12840
52534,595056,standard,13894
52535,29065,luxe,10453
52536,283801,econom,12039
52537,716740,econom,19316
52538,460989,luxe,9523
52539,967038,econom,6921
52540,390652,standard,19203
52541,69062,econom,2767
52542,877618,standard,15043
52543,351530,standard,19836
52544,829466,standard,17793
52545,785486,econom,5385
52546,54877,standard,1254
52547,259698,econom,11293
52548,138392,luxe,11441
52549,660583,standard,10893
52550,685452,econom,19678
52551,163301,standard,18315
52552,547373,standard,13415
52553,209379,luxe,9664
52554,817885,standard,2543
52555,833355,luxe,9864
52556,276521,econom,1956
52557,542719,standard,5463
52558,870549,econom,10092
52559,465600,luxe,1936
52560,135850,luxe,8518
52561,63818,luxe,2064
52562,27421,econom,16003
52563,45915,luxe,19414
52564,134363,econom,1868
52565,52438,luxe,6721
52566,474735,standard,13482
52567,661251,luxe,4913
52568,841868,luxe,7507
52569,948756,econom,16130
52570,100016,econom,15238
52571,59784,luxe,3866
52572,144395,luxe,7634
52573,175289,econom,14171
52574,761665,econom,3184
52575,628430,standard,10104
52576,130057,standard,14714
52577,429174,luxe,9992
52578,808802,econom,14210
52579,96771,econom,4181
52580,986538,luxe,9530
52581,482056,econom,16642
52582,622519,econom,2761
52583,396494,standard,3631
52584,285440,econom,2224
52585,225152,standard,17148
52586,264697,standard,19491
52587,438211,luxe,1242
52588,693404,econom,9444
52589,699905,econom,10404
52590,233744,standard,6942
52591,87750,luxe,7773
52592,585655,econom,2630
52593,374830,standard,13846
52594,779987,luxe,11049
52595,290000,econom,7113
52596,481098,luxe,5923
52597,310088,econom,19524
52598,355201,econom,19087
52599,419926,econom,3271
52600,568325,econom,6401
52601,391867,luxe,1588
52602,234105,luxe,10047
52603,976159,standard,2119
52604,694162,luxe,6169
52605,272271,standard,5701
52606,49958,luxe,7808
52607,493195,standard,16033
52608,904293,luxe,19390
52609,20595,standard,5803
52610,759235,luxe,9395
52611,972393,luxe,12214
52612,984660,econom,8106
52613,540810,standard,5017
52614,442670,econom,18694
52615,467634,econom,15137
52616,257984,standard,9575
52617,755502,standard,13143
52618,924482,econom,4731
52619,996644,econom,5646
52620,195395,luxe,4365
52621,267482,standard,12389
52622,80733,standard,14246
52623,385367,standard,15161
52624,279494,luxe,5205
52625,504084,luxe,3106
52626,924200,luxe,1173
52627,837068,econom,12971
52628,253582,econom,9784
52629,561005,luxe,19830
52630,660647,luxe,12303
52631,270340,econom,9808
52632,994181,luxe,7125
52633,839155,standard,3889
52634,929085,standard,13241
52635,624760,econom,17517
52636,749776,standard,5259
52637,466295,standard,1156
52638,588604,luxe,4735
52639,915629,luxe,17817
52640,457978,econom,14178
52641,351202,luxe,6229
52642,297122,econom,8308
52643,891401,econom,10161
52644,250336,econom,9064
52645,865268,standard,18148
52646,69523,standard,11282
52647,733763,standard,2453
52648,259522,luxe,13510
52649,216598,luxe,11844
52650,938363,standard,9959
52651,259567,standard,6585
52652,447949,luxe,16922
52653,725127,standard,18265
52654,280196,luxe,2651
52655,450469,econom,18326
52656,285190,standard,12929
52657,851066,luxe,9087
52658,551213,luxe,17250
52659,780547,econom,10750
52660,964719,luxe,5499
52661,249183,luxe,6097
52662,786442,luxe,6017
52663,558744,luxe,16888
52664,197496,luxe,16212
52665,248153,luxe,8050
52666,406044,econom,9058
52667,995716,luxe,4396
52668,121943,luxe,9628
52669,477366,standard,4399
52670,131064,econom,12251
52671,814331,standard,2818
52672,913934,luxe,1048
52673,369298,econom,18917
52674,877343,standard,9851
52675,380104,standard,8596
52676,270356,standard,7520
52677,968646,econom,15766
52678,333722,standard,6098
52679,358984,econom,11826
52680,443073,econom,2833
52681,930806,standard,1095
52682,859993,luxe,16577
52683,793335,econom,19429
52684,590929,standard,14399
52685,39304,econom,12615
52686,30283,standard,3348
52687,335078,standard,18905
52688,923403,standard,11449
52689,592567,standard,10537
52690,711846,standard,19924
52691,44155,standard,8575
52692,738196,luxe,13892
52693,824820,econom,11320
52694,412915,standard,13158
52695,252392,luxe,1304
52696,813522,econom,17367
52697,244033,standard,13569
52698,716890,luxe,4556
52699,156664,standard,7004
52700,375779,luxe,18339
52701,559594,luxe,15287
52702,152573,econom,16359
52703,414124,econom,16107
52704,780841,econom,19910
52705,281547,econom,11842
52706,139166,luxe,1042
52707,569551,econom,4233
52708,135707,econom,19944
52709,670754,luxe,18379
52710,747557,standard,7053
52711,130624,econom,3644
52712,295330,luxe,18156
52713,729003,econom,6513
52714,117061,econom,11639
52715,896473,econom,6459
52716,546782,standard,19553
52717,395661,standard,3326
52718,512319,standard,3813
52719,729643,standard,8254
52720,351313,econom,13379
52721,357764,luxe,14255
52722,380132,standard,1292
52723,60194,econom,5586
52724,380417,econom,4665
52725,133344,econom,7938
52726,690614,luxe,3989
52727,969572,econom,8927
52728,684812,econom,2772
52729,686558,luxe,4428
52730,881780,luxe,4546
52731,343037,econom,17450
52732,918207,econom,8761
52733,187145,standard,19881
52734,765021,luxe,13666
52735,588759,econom,13718
52736,829213,luxe,6065
52737,504207,luxe,1979
52738,571365,standard,18431
52739,245731,luxe,14619
52740,457167,luxe,6733
52741,369131,econom,5698
52742,261520,econom,2900
52743,221798,econom,14396
52744,59755,standard,17471
52745,580370,econom,8833
52746,854920,luxe,9132
52747,10590,standard,19620
52748,593966,standard,19727
52749,422200,standard,4705
52750,89678,econom,19496
52751,380710,luxe,16312
52752,662944,standard,3532
52753,304303,luxe,4963
52754,9799,luxe,9891
52755,284770,econom,5439
52756,223052,econom,2488
52757,200594,standard,18689
52758,412184,standard,15441
52759,59030,standard,17587
52760,47298,luxe,14693
52761,101829,econom,4850
52762,150143,standard,2304
52763,8092,luxe,15390
52764,49505,luxe,18406
52765,909388,econom,18600
52766,983067,luxe,9806
52767,875780,econom,19540
52768,293018,luxe,14451
52769,363531,luxe,5788
52770,711539,standard,17110
52771,973726,econom,13674
52772,212696,standard,3875
52773,107809,econom,12540
52774,380501,econom,10505
52775,930757,econom,7839
52776,242926,standard,18698
52777,746220,luxe,6200
52778,41973,econom,13368
52779,543690,standard,2063
52780,442714,luxe,19797
52781,620338,luxe,6903
52782,711099,econom,8737
52783,857173,luxe,18196
52784,996391,luxe,9013
52785,249761,standard,17859
52786,470339,econom,14008
52787,398994,standard,15978
52788,592570,luxe,7444
52789,396951,econom,5606
52790,594610,econom,12142
52791,693870,luxe,13896
52792,195528,econom,11881
52793,610712,luxe,17233
52794,919381,luxe,2202
52795,550796,econom,4210
52796,388099,econom,5942
52797,756652,standard,15842
52798,17054,econom,17400
52799,589238,econom,11067
52800,907776,luxe,9325
52801,16495,econom,8609
52802,663588,standard,15762
52803,147228,econom,3688
52804,70785,luxe,5707
52805,708166,econom,15223
52806,795332,luxe,12315
52807,459889,econom,9963
52808,689069,luxe,5963
52809,807558,standard,19868
52810,822490,standard,11074
52811,258394,standard,17026
52812,737054,luxe,11830
52813,798868,standard,13653
52814,621097,luxe,19817
52815,267287,standard,11560
52816,771504,standard,12032
52817,69680,luxe,10123
52818,670489,standard,7847
52819,102391,econom,14142
52820,190775,econom,11604
52821,43464,standard,12444
52822,26394,standard,5033
52823,669679,luxe,17878
52824,363628,econom,4273
52825,194203,standard,1364
52826,880891,econom,13183
52827,880589,luxe,4933
52828,287618,luxe,5080
52829,932860,luxe,4624
52830,417209,standard,9998
52831,949233,luxe,10122
52832,414039,econom,1111
52833,600620,luxe,12581
52834,457529,econom,12453
52835,844016,econom,5191
52836,266720,luxe,17085
52837,198259,econom,15462
52838,616481,econom,12248
52839,557692,standard,9068
52840,88394,econom,14692
52841,371838,econom,10752
52842,193656,luxe,19737
52843,923331,standard,13825
52844,123236,standard,3242
52845,217492,econom,12898
52846,948670,econom,12325
52847,421024,standard,16118
52848,209693,standard,8905
52849,943480,econom,9988
52850,599083,standard,2885
52851,125220,econom,13340
52852,290693,econom,2016
52853,679943,standard,11543
52854,562804,standard,6841
52855,555398,standard,15336
52856,947740,standard,9118
52857,194738,luxe,16643
52858,241419,luxe,1105
52859,109752,standard,3553
52860,973567,luxe,16527
52861,244739,luxe,5904
52862,843080,luxe,9984
52863,83097,standard,9715
52864,250558,standard,14999
52865,497717,luxe,16167
52866,691178,standard,17637
52867,755177,econom,16694
52868,222033,luxe,11324
52869,922631,econom,5954
52870,971562,standard,1511
52871,600130,standard,8269
52872,345075,econom,16865
52873,92520,econom,9235
52874,772117,standard,19856
52875,881006,luxe,1505
52876,755650,luxe,18967
52877,631882,luxe,9175
52878,280591,econom,1576
52879,568243,econom,10179
52880,282565,standard,19704
52881,120822,luxe,16995
52882,503947,econom,9164
52883,494428,luxe,13029
52884,677270,econom,19841
52885,10781,standard,11990
52886,154111,standard,17081
52887,52858,luxe,7957
52888,812873,standard,14298
52889,502163,luxe,7362
52890,854230,luxe,1541
52891,948773,standard,8913
52892,472676,standard,14138
52893,529727,standard,5835
52894,812643,standard,13703
52895,668208,econom,10185
52896,613507,econom,3297
52897,984527,luxe,3660
52898,367890,luxe,7830
52899,136970,standard,14106
52900,685603,standard,11388
52901,35415,luxe,14256
52902,380678,econom,11342
52903,168159,luxe,17120
52904,225219,standard,7492
52905,892303,econom,18249
52906,408445,luxe,14128
52907,162823,standard,10385
52908,101026,econom,15229
52909,483765,luxe,6171
52910,674679,standard,8277
52911,502086,luxe,12185
52912,822776,luxe,3766
52913,729882,econom,17214
52914,734657,econom,17723
52915,850578,econom,1253
52916,113797,luxe,14421
52917,2713,luxe,19730
52918,593488,econom,15076
52919,188807,econom,13367
52920,287092,luxe,6926
52921,992982,luxe,5193
52922,331191,econom,8995
52923,216060,econom,7319
52924,723682,econom,18475
52925,95051,luxe,3167
52926,620199,econom,3229
52927,394871,econom,1189
52928,523713,econom,10521
52929,339266,econom,2939
52930,11855,luxe,8265
52931,999860,econom,1540
52932,149132,standard,13157
52933,920187,luxe,9961
52934,808379,luxe,6921
52935,289354,econom,10754
52936,410634,econom,19900
52937,112198,standard,15926
52938,290570,luxe,16605
52939,457565,luxe,11524
52940,127223,econom,14491
52941,452256,standard,5683
52942,538959,luxe,2739
52943,56386,luxe,9681
52944,77327,econom,15104
52945,152168,econom,7515
52946,80941,standard,9703
52947,332940,luxe,5710
52948,920707,econom,11789
52949,70607,standard,18452
52950,238306,luxe,10060
52951,462597,econom,14402
52952,894812,luxe,7539
52953,158669,econom,13988
52954,510759,econom,12478
52955,226844,luxe,12593
52956,432377,luxe,18571
52957,514069,econom,18305
52958,925052,econom,18474
52959,820366,standard,7876
52960,580747,econom,17334
52961,577821,standard,16030
52962,76662,econom,18433
52963,668980,standard,15522
52964,488820,standard,1479
52965,866750,luxe,19025
52966,250142,standard,5574
52967,894976,econom,16733
52968,977891,standard,2421
52969,29013,standard,2205
52970,903428,econom,5454
52971,999459,luxe,15448
52972,939275,luxe,12290
52973,426792,standard,7344
52974,154292,econom,12363
52975,20707,econom,15767
52976,536769,standard,3244
52977,364813,standard,7779
52978,92637,standard,11664
52979,80500,standard,8346
52980,705861,econom,1557
52981,196807,standard,19051
52982,203621,econom,8629
52983,183314,standard,13620
52984,846821,luxe,4997
52985,729849,luxe,19305
52986,683893,standard,16954
52987,323306,econom,2953
52988,910956,econom,13370
52989,39037,econom,7737
52990,70451,luxe,11788
52991,912072,standard,6651
52992,542404,econom,4386
52993,551829,standard,1805
52994,651574,standard,19620
52995,281331,standard,17239
52996,133388,standard,17885
52997,776101,standard,10129
52998,215235,standard,10697
52999,519756,standard,1302
53000,950504,luxe,3153
53001,140229,econom,10923
53002,204384,econom,11554
53003,628920,econom,10556
53004,852071,standard,4167
53005,103359,standard,9750
53006,898602,standard,14656
53007,770253,luxe,9545
53008,93923,econom,4894
53009,752560,standard,15915
53010,615345,econom,16884
53011,488888,luxe,4672
53012,757246,luxe,19440
53013,65278,standard,4168
53014,464279,standard,7183
53015,479234,econom,13215
53016,136876,luxe,12007
53017,26642,luxe,18661
53018,316335,econom,5687
53019,351204,standard,1770
53020,826460,luxe,14256
53021,877499,standard,19026
53022,777738,standard,14911
53023,749721,luxe,1003
53024,578814,econom,4590
53025,472691,econom,4961
53026,715481,standard,3236
53027,939355,econom,12541
53028,738353,standard,3836
53029,903771,econom,2697
53030,25050,econom,6167
53031,833506,econom,5633
53032,974402,standard,15864
53033,156892,econom,8152
53034,464912,standard,5129
53035,731012,econom,5682
53036,827849,standard,7234
53037,679782,econom,1240
53038,299405,standard,16132
53039,40841,econom,1688
53040,57038,standard,3405
53041,233484,standard,2494
53042,215720,luxe,13244
53043,378368,standard,8282
53044,873512,standard,19090
53045,706998,standard,9128
53046,141948,luxe,7429
53047,983701,standard,4524
53048,99471,econom,3873
53049,726054,luxe,15568
53050,815739,econom,14366
53051,56287,econom,7617
53052,434593,econom,6278
53053,511381,luxe,10278
53054,90642,standard,16340
53055,496502,luxe,10336
53056,234765,econom,3275
53057,887266,standard,3820
53058,989040,luxe,2737
53059,329196,luxe,4049
53060,655743,luxe,2199
53061,534899,luxe,14054
53062,18572,standard,5467
53063,223812,standard,1563
53064,248814,standard,14791
53065,772154,luxe,15239
53066,425917,standard,5329
53067,238397,standard,18078
53068,188688,standard,10450
53069,355235,econom,18826
53070,85163,luxe,4792
53071,241797,standard,6721
53072,186588,luxe,18911
53073,381581,luxe,16378
53074,186732,luxe,3237
53075,273932,standard,5651
53076,881113,luxe,13529
53077,772029,standard,5291
53078,728578,econom,12535
53079,959126,standard,2432
53080,403300,standard,10805
53081,299212,standard,1687
53082,210934,standard,12416
53083,190581,luxe,7608
53084,75273,econom,11714
53085,464805,econom,10023
53086,60606,econom,11377
53087,679178,econom,14885
53088,813299,luxe,16340
53089,40453,econom,14252
53090,695204,luxe,17527
53091,551799,standard,2679
53092,399988,standard,18526
53093,829346,standard,15355
53094,177677,standard,11178
53095,806353,standard,13535
53096,168449,standard,11529
53097,56271,econom,2459
53098,746298,standard,14472
53099,608771,standard,6557
53100,54627,econom,16956
53101,990608,standard,3263
53102,750844,econom,7112
53103,59664,standard,10239
53104,90633,luxe,9168
53105,9050,econom,8213
53106,257284,standard,19639
53107,529073,standard,7136
53108,500803,luxe,11967
53109,354343,standard,18818
53110,836678,econom,3981
53111,46794,luxe,13177
53112,733309,econom,9161
53113,152415,standard,14068
53114,608140,standard,13023
53115,349361,standard,10843
53116,954762,standard,16579
53117,147659,econom,3244
53118,921272,econom,1607
53119,332840,luxe,16094
53120,505190,standard,17048
53121,846176,standard,13264
53122,38338,standard,8268
53123,949889,econom,4075
53124,890817,luxe,8156
53125,980062,econom,9576
53126,528330,luxe,19362
53127,293852,econom,12474
53128,617941,standard,6741
53129,494544,econom,8117
53130,834895,econom,19354
53131,804356,econom,8212
53132,326168,luxe,3494
53133,554699,econom,3635
53134,84640,econom,1416
53135,827905,standard,16071
53136,37549,standard,15637
53137,40961,econom,1108
53138,47031,econom,10148
53139,784560,luxe,8808
53140,473765,luxe,18980
53141,895508,luxe,7349
53142,367942,luxe,2369
53143,705196,standard,13391
53144,719547,standard,14390
53145,487338,luxe,17049
53146,241277,standard,18948
53147,946623,standard,18638
53148,333498,luxe,18755
53149,892507,standard,7471
53150,357355,luxe,15613
53151,868188,standard,5573
53152,902947,standard,12363
53153,165324,luxe,10235
53154,851012,standard,15994
53155,416169,luxe,14822
53156,610629,luxe,18157
53157,357419,standard,2467
53158,800655,luxe,14179
53159,160835,standard,17694
53160,168798,standard,15376
53161,404844,standard,9961
53162,465036,luxe,7229
53163,477572,luxe,11278
53164,20980,standard,11320
53165,159883,luxe,16416
53166,280741,standard,4103
53167,395300,luxe,11713
53168,917549,luxe,13647
53169,535829,econom,12428
53170,94595,luxe,4543
53171,987394,standard,17225
53172,356921,econom,15835
53173,419956,econom,19115
53174,914676,luxe,4716
53175,522237,standard,10867
53176,715525,standard,3693
53177,136681,luxe,6436
53178,653602,econom,5761
53179,414056,luxe,9958
53180,141672,econom,14329
53181,634239,luxe,5811
53182,279828,econom,2405
53183,456351,econom,4438
53184,979655,luxe,10642
53185,132793,econom,9384
53186,443993,luxe,15194
53187,938947,luxe,13742
53188,790650,luxe,4248
53189,518345,luxe,15459
53190,106203,luxe,8735
53191,414196,luxe,12349
53192,350911,econom,6227
53193,276403,standard,13613
53194,772961,luxe,18543
53195,263097,standard,16621
53196,403051,standard,12643
53197,749699,luxe,2322
53198,250088,luxe,19382
53199,817221,econom,9925
53200,576299,standard,14293
53201,304451,standard,15258
53202,20247,standard,7475
53203,887406,luxe,8242
53204,31081,standard,11495
53205,920422,standard,5351
53206,839080,econom,9166
53207,534518,luxe,1835
53208,98148,luxe,8577
53209,310308,luxe,16586
53210,94691,econom,11080
53211,955684,standard,13867
53212,126072,econom,19358
53213,83769,standard,9156
53214,714939,econom,6870
53215,941032,standard,11367
53216,608163,luxe,19989
53217,826298,econom,4798
53218,816639,luxe,4934
53219,759787,standard,17216
53220,188856,econom,14179
53221,895182,econom,18660
53222,899765,standard,18756
53223,539960,luxe,17475
53224,198492,standard,1326
53225,364768,econom,19309
53226,425102,standard,2026
53227,674487,luxe,7168
53228,771964,econom,2391
53229,564152,standard,15954
53230,853854,standard,10634
53231,965875,standard,5479
53232,252356,luxe,2078
53233,74661,luxe,8476
53234,401402,standard,14134
53235,957727,econom,9744
53236,374226,standard,10138
53237,855368,standard,16571
53238,262832,luxe,19332
53239,756298,luxe,8096
53240,823502,luxe,18682
53241,435476,luxe,9143
53242,879881,econom,16983
53243,447262,standard,18753
53244,6206,standard,18046
53245,395194,standard,12652
53246,138374,econom,7086
53247,380362,luxe,8757
53248,48077,standard,16756
53249,874393,econom,3039
53250,441595,standard,2992
53251,98509,econom,9760
53252,358581,standard,1486
53253,611719,luxe,2570
53254,903326,luxe,11844
53255,148836,standard,3754
53256,53787,econom,1465
53257,485394,luxe,19998
53258,969388,standard,12625
53259,957965,econom,17644
53260,61943,luxe,18833
53261,235548,econom,5025
53262,229427,luxe,3156
53263,560215,luxe,5980
53264,691765,standard,14404
53265,655290,standard,11426
53266,889451,econom,4081
53267,35257,econom,3227
53268,552586,econom,3043
53269,583141,econom,2869
53270,374500,econom,8635
53271,403474,econom,9569
53272,22495,standard,3015
53273,346429,econom,12414
53274,632218,econom,19168
53275,87311,econom,6546
53276,210240,standard,2671
53277,64182,econom,17307
53278,56272,econom,10923
53279,806494,luxe,16440
53280,5525,standard,3734
53281,517009,standard,17770
53282,498341,standard,17736
53283,39036,luxe,10483
53284,486396,econom,16864
53285,727292,standard,12978
53286,617706,econom,15923
53287,103731,econom,3797
53288,171509,luxe,15044
53289,642697,luxe,19271
53290,129894,econom,15301
53291,741102,econom,13919
53292,663150,standard,15376
53293,694191,luxe,10025
53294,755051,econom,16051
53295,184476,standard,3527
53296,277812,luxe,17123
53297,237869,standard,11476
53298,163094,econom,6228
53299,991243,luxe,14681
53300,237145,luxe,13338
53301,790090,luxe,1195
53302,809289,luxe,12132
53303,680043,econom,8142
53304,880303,luxe,11592
53305,983,econom,12778
53306,561472,standard,2418
53307,621379,econom,5691
53308,41826,standard,16613
53309,733025,luxe,17819
53310,707840,luxe,11010
53311,321742,luxe,11855
53312,125851,econom,14574
53313,846115,luxe,2083
53314,681981,econom,6217
53315,498549,luxe,18620
53316,727090,luxe,4436
53317,675150,luxe,9754
53318,873497,luxe,2761
53319,675102,standard,1834
53320,29743,econom,9121
53321,712292,standard,1915
53322,631097,econom,11929
53323,52311,econom,11761
53324,103067,luxe,16923
53325,753036,luxe,19811
53326,381810,standard,2081
53327,476293,standard,8254
53328,561606,luxe,13243
53329,534789,luxe,6314
53330,552712,econom,10253
53331,77969,luxe,11939
53332,912046,econom,4751
53333,98706,econom,11667
53334,270176,standard,8475
53335,248094,econom,3700
53336,933574,luxe,17807
53337,106693,econom,1323
53338,164680,econom,8227
53339,435398,standard,2823
53340,36050,econom,17284
53341,31129,standard,4696
53342,308503,standard,16827
53343,430141,standard,9554
53344,199048,econom,1713
53345,160890,econom,14086
53346,985264,econom,7164
53347,1027,econom,1022
53348,94270,standard,13067
53349,348129,econom,14012
53350,27026,standard,10269
53351,246526,econom,18126
53352,864581,econom,2844
53353,801405,econom,2557
53354,261097,econom,14187
53355,895759,luxe,11612
53356,105807,econom,16552
53357,5536,luxe,16112
53358,278336,luxe,6323
53359,20388,standard,16582
53360,297949,econom,18375
53361,697448,luxe,14329
53362,368411,luxe,19302
53363,115659,econom,7376
53364,94045,econom,17098
53365,24695,standard,2042
53366,378353,luxe,9458
53367,762467,standard,6918
53368,96519,luxe,10779
53369,668379,econom,17569
53370,371707,econom,5544
53371,731720,econom,1967
53372,285123,luxe,13178
53373,833242,standard,3723
53374,401247,standard,14087
53375,921314,luxe,19580
53376,942818,luxe,5091
53377,86825,standard,10918
53378,272502,econom,17422
53379,204051,standard,12342
53380,891945,luxe,10953
53381,928867,standard,12720
53382,669426,standard,19665
53383,192390,econom,6363
53384,498506,econom,11615
53385,577629,luxe,7936
53386,119575,econom,16970
53387,588782,luxe,4939
53388,804853,econom,19778
53389,333339,standard,7035
53390,302903,econom,18287
53391,649188,luxe,19073
53392,254109,luxe,17065
53393,514612,standard,14041
53394,73867,econom,1604
53395,376354,luxe,17584
53396,2168,standard,12739
53397,186075,econom,9369
53398,746892,luxe,10417
53399,723521,econom,2648
53400,996565,standard,11610
53401,534791,econom,14616
53402,421139,econom,10886
53403,507835,econom,5778
53404,658573,econom,13036
53405,565929,luxe,16249
53406,209374,luxe,15877
53407,2190,standard,2399
53408,948536,standard,19351
53409,448949,luxe,15194
53410,371972,econom,6997
53411,556228,econom,8081
53412,59095,standard,13119
53413,790034,luxe,9056
53414,624534,luxe,2247
53415,479211,econom,17405
53416,252606,luxe,17604
53417,849364,standard,5109
53418,79343,luxe,5690
53419,856919,luxe,9146
53420,440861,econom,13070
53421,500373,econom,10837
53422,463062,luxe,7126
53423,767293,luxe,14033
53424,462251,standard,2439
53425,519221,econom,12641
53426,512223,econom,8879
53427,541982,standard,12426
53428,111125,luxe,7210
53429,606228,econom,19889
53430,415422,luxe,5581
53431,20661,standard,15202
53432,680248,luxe,18873
53433,634851,standard,3055
53434,984007,standard,18747
53435,521188,standard,15092
53436,960338,standard,13613
53437,18958,luxe,5583
53438,928057,standard,18567
53439,538358,econom,19249
53440,424436,econom,9916
53441,36099,luxe,14816
53442,981093,econom,13901
53443,392354,luxe,16339
53444,186122,standard,6696
53445,820975,econom,3152
53446,689398,luxe,5341
53447,219863,luxe,9390
53448,494012,luxe,4364
53449,862453,econom,14537
53450,9312,standard,15732
53451,100092,luxe,18648
53452,122789,standard,9370
53453,115683,luxe,4415
53454,847303,econom,8722
53455,682659,luxe,4756
53456,399599,econom,11749
53457,531798,standard,8716
53458,943016,econom,15155
53459,147553,econom,19441
53460,364332,standard,17445
53461,838437,standard,9378
53462,710782,standard,12339
53463,458480,econom,14410
53464,158361,econom,3660
53465,615261,econom,11155
53466,785146,econom,19107
53467,864671,luxe,1094
53468,745600,luxe,11626
53469,420421,luxe,10531
53470,338173,luxe,2112
53471,833388,standard,1137
53472,657284,econom,9894
53473,591679,standard,15581
53474,793344,standard,18257
53475,836045,luxe,8252
53476,624329,econom,18684
53477,549341,econom,7461
53478,419694,standard,13176
53479,776805,econom,8236
53480,350848,standard,11121
53481,748814,econom,11476
53482,181196,standard,2577
53483,285310,luxe,12514
53484,182033,standard,2728
53485,213915,luxe,19196
53486,203746,econom,16978
53487,27256,luxe,14735
53488,674375,luxe,12390
53489,526340,luxe,9103
53490,663364,luxe,2450
53491,930407,luxe,12382
53492,597282,econom,8018
53493,80900,standard,8513
53494,357160,luxe,18101
53495,874628,luxe,19372
53496,524362,luxe,16098
53497,244412,econom,1097
53498,619886,standard,5748
53499,672485,econom,5172
53500,32816,standard,7485
53501,598599,econom,2110
53502,627891,luxe,19047
53503,612105,standard,9643
53504,781403,econom,10086
53505,320503,luxe,16969
53506,415099,econom,12447
53507,382598,econom,1916
53508,540044,econom,7654
53509,276944,luxe,15396
53510,588891,econom,3993
53511,920574,luxe,11073
53512,659638,econom,13277
53513,251721,econom,4875
53514,250256,econom,17396
53515,100392,standard,10713
53516,465682,luxe,5490
53517,790494,luxe,16594
53518,604512,standard,15494
53519,693389,standard,11865
53520,867579,standard,11440
53521,314461,econom,3136
53522,639769,luxe,16784
53523,123796,standard,18716
53524,222823,standard,17023
53525,516096,luxe,8002
53526,754600,econom,17376
53527,292216,luxe,2548
53528,573974,standard,10459
53529,966860,luxe,3195
53530,649358,standard,13682
53531,873607,econom,10268
53532,755079,econom,1497
53533,282212,standard,3076
53534,212018,econom,1267
53535,343313,econom,17035
53536,674287,econom,7901
53537,571436,luxe,12396
53538,888525,econom,8982
53539,898250,econom,18953
53540,394314,standard,2163
53541,883887,standard,15313
53542,58617,econom,15257
53543,301766,econom,14870
53544,984173,luxe,16926
53545,262028,standard,14168
53546,959570,econom,13387
53547,841007,luxe,5223
53548,259567,standard,1453
53549,116749,luxe,6977
53550,143972,econom,14623
53551,710380,standard,8084
53552,126066,standard,8536
53553,795935,econom,3552
53554,177576,luxe,9353
53555,172011,econom,14766
53556,401990,luxe,7163
53557,920232,econom,1369
53558,604630,luxe,2118
53559,290756,standard,5118
53560,496173,luxe,7700
53561,1064,luxe,11833
53562,183029,luxe,17000
53563,403300,luxe,18895
53564,868362,luxe,12049
53565,691807,luxe,10960
53566,802023,luxe,2325
53567,971846,standard,4402
53568,439621,luxe,19085
53569,595135,econom,8977
53570,5820,luxe,1107
53571,189867,econom,7315
53572,703142,luxe,6415
53573,568456,luxe,6735
53574,769378,standard,4646
53575,355949,econom,13902
53576,828774,econom,3806
53577,217321,standard,14633
53578,551786,luxe,7613
53579,690293,standard,18835
53580,505089,luxe,14017
53581,786299,luxe,7112
53582,312950,luxe,8474
53583,608837,standard,1785
53584,154140,standard,11120
53585,239964,econom,8517
53586,645869,econom,5544
53587,872287,econom,16549
53588,85863,luxe,10636
53589,165864,luxe,4883
53590,791797,standard,11654
53591,239520,econom,16572
53592,776941,luxe,15969
53593,740266,luxe,17238
53594,709942,luxe,17436
53595,887037,econom,19959
53596,387723,standard,4104
53597,811857,econom,8026
53598,515409,luxe,1367
53599,755955,econom,19171
53600,700939,standard,2041
53601,109975,econom,3216
53602,251616,standard,10709
53603,604034,econom,14203
53604,543523,luxe,2147
53605,258185,standard,10550
53606,367636,econom,16309
53607,175741,standard,9193
53608,975048,standard,6165
53609,632846,econom,12678
53610,237523,econom,14546
53611,132781,econom,1789
53612,978039,luxe,4718
53613,6022,econom,15125
53614,836152,luxe,12643
53615,785507,luxe,4274
53616,586318,luxe,14113
53617,87628,standard,18463
53618,468789,luxe,14463
53619,321076,luxe,11705
53620,740858,econom,6718
53621,155366,econom,8648
53622,786435,standard,6115
53623,972859,standard,12802
53624,316136,econom,11718
53625,132021,luxe,14734
53626,91435,luxe,10761
53627,296525,econom,12135
53628,993023,standard,12224
53629,814969,luxe,10880
53630,683226,standard,8255
53631,107876,standard,12108
53632,670432,econom,1057
